tweet_id	class	begin	end	span	tweet
SMM4H2022f8J69GmzgANwsntm	ADE	63	75	hot and cold	coming off #quetiapine is harder than u think. nausea sickness hot and cold shivers twitching headache #bipolar #mentalhealth #medication
SMM4H2022f8J69GmzgANwsntm	ADE	76	83	shivers	coming off #quetiapine is harder than u think. nausea sickness hot and cold shivers twitching headache #bipolar #mentalhealth #medication
SMM4H2022f8J69GmzgANwsntm	ADE	84	93	twitching	coming off #quetiapine is harder than u think. nausea sickness hot and cold shivers twitching headache #bipolar #mentalhealth #medication
SMM4H2022f8J69GmzgANwsntm	ADE	94	102	headache	coming off #quetiapine is harder than u think. nausea sickness hot and cold shivers twitching headache #bipolar #mentalhealth #medication
SMM4H2022DMwDP4573ynJ0KAP	ADE	35	45	withdrawal	@USER____ attempts at lamotrigine withdrawal, commuting by train every day and being back at work in a new role
SMM4H2022fmdLiGScAG2h1uEu	ADE	67	73	zombie	Round 2 trazodone. Please just put me to sleep, not make me into a zombie the whole next day.
SMM4H2022la9fA7fCchC09G4c	ADE	17	26	addictive	@USER_______ not addictive? 'ssri discontinuation syndrome.' i know someone who has been trying to come off venlafaxine for over two years &gt;
SMM4H2022la9fA7fCchC09G4c	ADE	34	58	discontinuation syndrome	@USER_______ not addictive? 'ssri discontinuation syndrome.' i know someone who has been trying to come off venlafaxine for over two years &gt;
SMM4H2022OyLm6aAxpCuGYbmc	ADE	77	81	high	#trazodone is one hell of a sleeping pill. it also makes you feel incredibly high.
SMM4H20228SQzH96Fh6VXXWTP	ADE	2	26	feel like a pile of shit	i feel like a pile of shit #sick #cold #stomach reacting to some antibiotics. i will never again take #ciprofloxacin
SMM4H20228SQzH96Fh6VXXWTP	ADE	28	32	sick	i feel like a pile of shit #sick #cold #stomach reacting to some antibiotics. i will never again take #ciprofloxacin
SMM4H20228SQzH96Fh6VXXWTP	ADE	34	38	cold	i feel like a pile of shit #sick #cold #stomach reacting to some antibiotics. i will never again take #ciprofloxacin
SMM4H20228SQzH96Fh6VXXWTP	ADE	40	56	stomach reacting	i feel like a pile of shit #sick #cold #stomach reacting to some antibiotics. i will never again take #ciprofloxacin
SMM4H2022ML2qpJC5MECRmBcO	ADE	0	5	Slept	slept! really slept! i think i can assume from that that the venlafaxine is now nearly out of my system :))
SMM4H2022NsTYFsUdFWV9IRcJ	ADE	41	62	breastmilk production	@USER____ I think I'm that too! Had rare breastmilk production on quetiapine, ultra rare hallucinations (not psychosis) on valproate.
SMM4H2022NsTYFsUdFWV9IRcJ	ADE	89	103	hallucinations	@USER____ I think I'm that too! Had rare breastmilk production on quetiapine, ultra rare hallucinations (not psychosis) on valproate.
SMM4H2022IbJsyI5SxGYDmQ52	ADE	29	46	allergic reaction	@USER_________ i once had an allergic reaction to the anti-convulsant lamotrigine.  i got a rash all over my body that looked like burns.
SMM4H2022IbJsyI5SxGYDmQ52	ADE	92	96	rash	@USER_________ i once had an allergic reaction to the anti-convulsant lamotrigine.  i got a rash all over my body that looked like burns.
SMM4H2022Y6gaJk1bYGl9Ktck	ADE	19	23	burp	morning fluoxetine burp makes me want to ralph.
SMM4H2022Y6gaJk1bYGl9Ktck	ADE	33	46	want to ralph	morning fluoxetine burp makes me want to ralph.
SMM4H2022Zyx8aITw9XPTq2DX	ADE	71	77	Groggy	i love when my #trazodone kicks in after i've forgotten i've taken it. groggy tweets commence.
SMM4H2022Jnw3BLBdjuRfP7Fz	ADE	23	34	withdrawing	Please be careful when withdrawing from any anti deps, benzos and/or hypnotics. Venlafaxine was a bad choice for me and worse withdrawl.
SMM4H20227KTjU7spXUHtHLC7	ADE	85	104	knocks me right out	@USER______ I keep telling myself 8 am, but I think the Trazodone fucks it up. :( It knocks me right out and won't let me wake up.
SMM4H20227KTjU7spXUHtHLC7	ADE	109	129	won't let me wake up	@USER______ I keep telling myself 8 am, but I think the Trazodone fucks it up. :( It knocks me right out and won't let me wake up.
SMM4H2022fYpI7flCVarhg45r	ADE	37	51	muscle tremors	can't sleep, but i'm afraid that the muscle tremors keep me awake even worse if i take promethazine in combination with fluoxetine...
SMM4H2022fYpI7flCVarhg45r	ADE	103	114	combination	can't sleep, but i'm afraid that the muscle tremors keep me awake even worse if i take promethazine in combination with fluoxetine...
SMM4H2022H4IsG7zJnBbjXjx3	ADE	42	53	withdrawals	little did i know that i would go through withdrawals when coming off of effexor xr. #antidepressants
SMM4H2022LCt1kA9OSmjjbXjA	ADE	71	80	withdraws	@USER__________ take paxil then. no anxiety just happiness. but you et withdraws if you forget to take it.
SMM4H2022eWdHWyjD58MGochf	ADE	134	138	sick	@USER_________ @USER_______ @USER____ @USER_____ ant take anti seizure meds or anti depressants and cymbalta and savella made me very sick:(
SMM4H2022jzz4sgK4lNUyl3mI	ADE	59	68	delirious	i reaaaallly need to take my paxil but it makes me feel so delirious and just messed up.
SMM4H2022jzz4sgK4lNUyl3mI	ADE	78	87	messed up	i reaaaallly need to take my paxil but it makes me feel so delirious and just messed up.
SMM4H2022xYKOrePtFK50BLeI	ADE	65	74	delirious	@USER___ @USER___________ oh that was only last night when i was delirious on quetiapine - you took advantage of the situation.
SMM4H2022peEFis1EK2zVGjtG	ADE	68	77	back pain	i'd rather be on the effexor that made me happy though i had severe back pain from it.. than sad and crying for no reason on lexapro....
SMM4H2022peEFis1EK2zVGjtG	ADE	93	96	sad	i'd rather be on the effexor that made me happy though i had severe back pain from it.. than sad and crying for no reason on lexapro....
SMM4H2022peEFis1EK2zVGjtG	ADE	101	121	crying for no reason	i'd rather be on the effexor that made me happy though i had severe back pain from it.. than sad and crying for no reason on lexapro....
SMM4H2022peEFis1EK2zVGjtG	ADE	101	107	crying	i'd rather be on the effexor that made me happy though i had severe back pain from it.. than sad and crying for no reason on lexapro....
SMM4H2022Fzb0wBdSzkULinux	ADE	33	41	allergic	@USER_____ need to switch bc def allergic to cymbalta :(
SMM4H2022CG0C1XlqHdGFZt02	ADE	68	74	nausea	has anyone ever had to take avelox?  i need some tricks to curb the nausea and help me with the hypotension.  #avelox #antibiotic #evil
SMM4H2022CG0C1XlqHdGFZt02	ADE	96	107	hypotension	has anyone ever had to take avelox?  i need some tricks to curb the nausea and help me with the hypotension.  #avelox #antibiotic #evil
SMM4H2022oqTFIvPgMq2qNwno	ADE	69	78	biffiness	@USER_____ bum.  i was worried about mania on them, but i think the biffiness is going to be worse, especially coupled with quetiapine.
SMM4H202223DXQE58ZWouYbQU	ADE	111	134	sleep for fifteen hours	i can't decide if i should watch mind-numbing reality tv on netflix or abuse my prescription for trazodone and sleep for fifteen hours
SMM4H2022RRPo6ukUpAn334nG	ADE	46	55	addictive	narcotic, benzo, etc rx's arent the only meds addictive. if i miss a dose of wellbutrin or effexor, my hands shake crazy & i get brain zaps
SMM4H2022RRPo6ukUpAn334nG	ADE	103	114	hands shake	narcotic, benzo, etc rx's arent the only meds addictive. if i miss a dose of wellbutrin or effexor, my hands shake crazy & i get brain zaps
SMM4H2022RRPo6ukUpAn334nG	ADE	129	139	brain zaps	narcotic, benzo, etc rx's arent the only meds addictive. if i miss a dose of wellbutrin or effexor, my hands shake crazy & i get brain zaps
SMM4H2022DSxYRwdHlt4CRXKV	ADE	75	86	parasthesia	@USER________ sometimes it never ends. So sorry. Topomax is miserable with parasthesia, cognitive problems, kidney stones. Lamictal's good
SMM4H2022DSxYRwdHlt4CRXKV	ADE	75	86	parasthesia	@USER________ sometimes it never ends. So sorry. Topomax is miserable with parasthesia, cognitive problems, kidney stones. Lamictal's good
SMM4H2022DSxYRwdHlt4CRXKV	ADE	88	106	cognitive problems	@USER________ sometimes it never ends. So sorry. Topomax is miserable with parasthesia, cognitive problems, kidney stones. Lamictal's good
SMM4H2022DSxYRwdHlt4CRXKV	ADE	108	121	kidney stones	@USER________ sometimes it never ends. So sorry. Topomax is miserable with parasthesia, cognitive problems, kidney stones. Lamictal's good
SMM4H202226aLT5ApjXCgax1i	ADE	122	130	migraine	@USER________ lamictal has a black box warning for rash? and they titrate you slowly. no side effects at all for me.  bad migraine today.
SMM4H20223CWv2JEBnGz0Bai1	ADE	100	117	going though hell	i need help twitter. i was gradually coming off venlafaxine and now i'm completely off it i've been going though hell.
SMM4H2022XgHR7owclVoPiV0E	ADE	81	94	put on weight	today was hard - arguing with a professional. was told seroquel doesn't make you put on weight - i and my extra 20kg beg to differ.
SMM4H2022XgHR7owclVoPiV0E	ADE	106	116	extra 20kg	today was hard - arguing with a professional. was told seroquel doesn't make you put on weight - i and my extra 20kg beg to differ.
SMM4H2022tikvSt13ECmbtlge	ADE	89	111	Coming off venlafaxine	@USER________ It's ok, I guess it's just a case of trial and error with antidepressants. Coming off venlafaxine has been so nasty :(
SMM4H2022tikvSt13ECmbtlge	ADE	124	129	nasty	@USER________ It's ok, I guess it's just a case of trial and error with antidepressants. Coming off venlafaxine has been so nasty :(
SMM4H2022MnDj4GvgNWdD8LDA	ADE	52	64	symptom free	@USER______ i can't believe how long it takes to be symptom free from this shit #paxil
SMM4H2022UsQOREUBkMZlbbta	ADE	13	28	wake up at 2:30	seroquel aka wake up at 2:30 and waste half your day sleeping.
SMM4H2022UsQOREUBkMZlbbta	ADE	39	61	half your day sleeping	seroquel aka wake up at 2:30 and waste half your day sleeping.
SMM4H2022zmHe1GV0O4mNTk1H	ADE	63	83	eyes are outta focus	took 25 pills of lamictal cause that shit will fuck you up. yo eyes are outta focus and you can't walk straight but your happy as hell.
SMM4H2022zmHe1GV0O4mNTk1H	ADE	92	111	can't walk straight	took 25 pills of lamictal cause that shit will fuck you up. yo eyes are outta focus and you can't walk straight but your happy as hell.
SMM4H2022BTPhZAHRwGfIDXHV	ADE	40	60	ruined my creativity	@USER_____ i had a year on prozac which ruined my creativity too - my memory now is awful - pregabalin does it but it's worth it!!!
SMM4H2022BTPhZAHRwGfIDXHV	ADE	70	89	memory now is awful	@USER_____ i had a year on prozac which ruined my creativity too - my memory now is awful - pregabalin does it but it's worth it!!!
SMM4H2022BTPhZAHRwGfIDXHV	ADE	70	76	memory	@USER_____ i had a year on prozac which ruined my creativity too - my memory now is awful - pregabalin does it but it's worth it!!!
SMM4H2022OHvwxzXABnNPgNw4	ADE	42	51	revved up	"i hate #zoloft because it makes me crazy revved up but i also hate #lamictal because it gives me ""stupid head"". ah, bipolar i disorder ?"
SMM4H2022OHvwxzXABnNPgNw4	ADE	100	111	stupid head	"i hate #zoloft because it makes me crazy revved up but i also hate #lamictal because it gives me ""stupid head"". ah, bipolar i disorder ?"
SMM4H2022jfY4aDThAwMD1srm	ADE	86	93	bloated	@USER_____ i started out with lyrica but i could no longer afford it &amp; it made me bloated. tried cymbalta &amp; my heart was beating wicked fast
SMM4H2022jfY4aDThAwMD1srm	ADE	119	148	heart was beating wicked fast	@USER_____ i started out with lyrica but i could no longer afford it &amp; it made me bloated. tried cymbalta &amp; my heart was beating wicked fast
SMM4H2022TbAtd2AAkAnE1RSa	ADE	8	13	tired	i am so tired right now. like i feel like i used to when i used to take seroquel and lithium. i haven't been this tired naturally ever
SMM4H2022QqJMFPK7Xu56YfD5	ADE	62	78	holes in my head	i eat my trazodone and go to bed; wake up in the morning with holes in my head
SMM4H2022B6CI5q0kQ2Dvjaay	ADE	62	70	crippled	@USER_______ sure is!  i no longer even own a car after being crippled by cipro (a bayer product!).  who needs a car when you can't walk!?
SMM4H2022B6CI5q0kQ2Dvjaay	ADE	126	136	can't walk	@USER_______ sure is!  i no longer even own a car after being crippled by cipro (a bayer product!).  who needs a car when you can't walk!?
SMM4H2022bD08yjz8skq2ETbI	ADE	90	102	not sleeping	@USER______ yeah, i couldn't function without sleep so i understand. with fluoxetine, im not sleeping as well, but still sleeping x
SMM4H2022JO58fZKqgaIKsE6k	ADE	52	76	hypo manic mixed episode	@USER_____ @USER_____ wow paxil sent me into a huge hypo manic mixed episode.
SMM4H2022ynObKHFE6C0WET6E	ADE	75	89	falling asleep	@USER_______ i take quetiapine and it's supposed to just relax me i end up falling asleep within 2 hours. my brain's always scattered haha
SMM4H2022ynObKHFE6C0WET6E	ADE	109	133	brain's always scattered	@USER_______ i take quetiapine and it's supposed to just relax me i end up falling asleep within 2 hours. my brain's always scattered haha
SMM4H2022oUZsg1dXBbQLJZZs	ADE	20	29	Achille's	i do wonder of that achille's will ever recover fully from the cipro.
SMM4H2022PTBh5iZbI31xfF2W	ADE	109	140	shitty feeling when you wake up	i feel like a drug addict taking seroquel every night.. but oh well, great sleep beats no sleep. except the shitty feeling when you wake up
SMM4H2022zSQPD8e9xfSX4bvt	ADE	30	34	pain	@USER_________ I'm in so much pain now... tendonitis, headaches, cognitive issues... I feel violated. #Cipro
SMM4H2022zSQPD8e9xfSX4bvt	ADE	42	52	tendonitis	@USER_________ I'm in so much pain now... tendonitis, headaches, cognitive issues... I feel violated. #Cipro
SMM4H2022zSQPD8e9xfSX4bvt	ADE	54	63	headaches	@USER_________ I'm in so much pain now... tendonitis, headaches, cognitive issues... I feel violated. #Cipro
SMM4H2022zSQPD8e9xfSX4bvt	ADE	65	81	cognitive issues	@USER_________ I'm in so much pain now... tendonitis, headaches, cognitive issues... I feel violated. #Cipro
SMM4H2022Z8Fvz33mgSrzCZcp	ADE	73	77	pain	@USER__________ coming off the lamotrigine. it's not acceptable to be in pain most of the time. struggled to get out of the bath on sat
SMM4H2022Z8Fvz33mgSrzCZcp	ADE	96	128	Struggled to get out of the bath	@USER__________ coming off the lamotrigine. it's not acceptable to be in pain most of the time. struggled to get out of the bath on sat
SMM4H2022E9JVOH0ABIlKbmPz	ADE	36	44	hobbling	the drugs don't work!!! from fit to hobbling in a few days. off the pills but may need wks to recover &amp; be prone to ruptures #ciprofloxacin
SMM4H2022E9JVOH0ABIlKbmPz	ADE	120	128	ruptures	the drugs don't work!!! from fit to hobbling in a few days. off the pills but may need wks to recover &amp; be prone to ruptures #ciprofloxacin
SMM4H2022Cby2j3FfnXZQhi0b	ADE	102	113	itchy scalp	@USER________ my mom is aged 72. she changed anti-depressants from aspen trazodone to zoloft. she has itchy scalp &amp; hairloss. could this be
SMM4H2022Cby2j3FfnXZQhi0b	ADE	120	128	hairloss	@USER________ my mom is aged 72. she changed anti-depressants from aspen trazodone to zoloft. she has itchy scalp &amp; hairloss. could this be
SMM4H2022nFroSLt9PcIKzoNr	ADE	82	87	tired	weird thing about paxil: feeling fully awake and energized and feeling completely tired and half-asleep at the same time.
SMM4H2022nFroSLt9PcIKzoNr	ADE	92	103	half-asleep	weird thing about paxil: feeling fully awake and energized and feeling completely tired and half-asleep at the same time.
SMM4H2022lszKypsFsuOs0dm2	ADE	17	29	takes it out	#tysabri  really takes it out on me. spent most of the day sleeping.
SMM4H2022lszKypsFsuOs0dm2	ADE	59	67	sleeping	#tysabri  really takes it out on me. spent most of the day sleeping.
SMM4H20220eQo57gjLeHjehJN	ADE	31	39	addicted	i wish everyone i loved wasn't addicted to nicotine.
SMM4H2022ysTnmwFd5gYXKuba	ADE	44	54	withdrawal	you guys are going to have to hear about my withdrawal from paxil. unfollow while you have the chance!!!  day one....
SMM4H2022i1DxrP98PelFDx31	ADE	44	50	poison	the nicotine in chewing tobacco is a deadly poison and it kills your taste buds.
SMM4H2022i1DxrP98PelFDx31	ADE	58	79	kills your taste buds	the nicotine in chewing tobacco is a deadly poison and it kills your taste buds.
SMM4H2022Ew3S4cNAKmAOLvAS	ADE	22	28	poison	nicotine is literally poison. but sometimes you gotta find out the hard way. #headache
SMM4H2022Ew3S4cNAKmAOLvAS	ADE	78	86	headache	nicotine is literally poison. but sometimes you gotta find out the hard way. #headache
SMM4H2022KnQdcQOmOHVWCNRf	ADE	4	40	nicotine beast has me firmly gripped	the nicotine beast has me firmly gripped in it's gnarled yellow claw. #resistanceisfutile
SMM4H2022KnQdcQOmOHVWCNRf	ADE	26	68	firmly gripped in it's gnarled yellow claw	the nicotine beast has me firmly gripped in it's gnarled yellow claw. #resistanceisfutile
SMM4H2022deP8Dwnzl2KeclJ6	ADE	3	12	shivering	i shivering like mad , time to have nicotine . muahahhaha .
SMM4H2022TNHhV7oQfNa3o1ya	ADE	21	25	high	@USER______ nicotine high lol i'm like fragile or s/t and it gets to me
